,ticker,price,priceChange,priceChangeRatio,priceChangeRatio1W,priceChangeRatio1M,id,title,source,publishDate
0,VPB,19650,50,0.003,0.016,0.013,11045725,"VPB:  Nghị quyết HĐQT về việc thông qua giao dịch, hợp đồng với CTCP CK VPBank",HOSE,2024-01-11 10:50:00
1,VPB,19650,50,0.003,0.016,0.013,11045743,"VPB:  Nghị quyết HĐQT về việc thông qua nội dung và ký kết thoả thuận bảo mật thông tin giữa VPBank, VPB SMBC FC và SMBC",HOSE,2024-01-11 10:50:00
2,VPB,19200,400,0.021,0.058,-0.003,11035293,VPB:  Thông báo ký kết hợp đồng kiểm toán BCTC 2024,HOSE,2023-12-29 15:35:00
3,VPB,18500,0,0.0,0.014,-0.036,11032440,VPB:  Nghị quyết và Biên bản kiểm phiếu ĐHĐCĐ lấy ý kiến cổ đông bằng văn bản,HOSE,2023-12-27 15:13:00
4,VPB,18700,-300,-0.016,-0.046,-0.063,11022532,VPB:  CBTT về việc giải tỏa cổ phiếu hạn chế chuyển nhượng ESOP 2020 đợt 3,HOSE,2023-12-15 17:31:00
5,VPB,19200,-250,-0.013,-0.01,0.0,11019060,VPB:  Tài liệu lấy ý kiến cổ đông bằng văn bản,HOSE,2023-12-13 09:37:00
6,VPB,19450,50,0.003,0.016,0.013,11018064,VPB:  Thông báo về việc niêm yết và giao dịch cổ phiếu thay đổi niêm yết,HOSE,2023-12-12 10:31:00
7,VPB,19600,-50,-0.003,0.016,-0.037,11016142,"VPB:  Nghị quyết HĐQT về việc thông qua hợp đồng, giao dịch với CTCP Bảo Hiểm OPES",HOSE,2023-12-08 16:55:00
8,VPB,19150,-350,-0.018,-0.01,-0.034,11011707,VPB:  Quyết định về việc thay đổi đăng ký niêm yết,HOSE,2023-12-05 13:45:00
9,VPB,19150,-350,-0.018,-0.01,-0.034,11011709,VPB:  CBTT Quyết định NHNN về việc sửa đổi nội dung mức VĐL tại Giấy phép thành lập và hoạt động,HOSE,2023-12-05 13:42:00
