,ticker,price,priceChange,priceChangeRatio,priceChangeRatio1W,priceChangeRatio1M,id,title,source,publishDate
0,PTP,11400,0,0.0,0.0,0.0,10881468,PTP: Báo cáo quản trị công ty bán niên 2023,HNX,2023-08-01 15:11:00
1,PTP,11400,0,0.0,0.0,0.152,10856737,PTP: Ngày đăng ký cuối cùng trả cổ tức bằng tiền mặt,HNX,2023-07-17 09:02:00
2,PTP,11400,0,0.0,0.0,-0.017,10847134,PTP: Bổ sung nội dung đính chính,HNX,2023-07-07 07:25:00
3,PTP,11100,0,0.0,0.133,0.388,10765394,PTP: Thay đổi nhân sự,HNX,2023-04-26 08:50:00
4,PTP,9800,0,0.0,0.0,0.225,10759746,PTP: Nghị quyết Đại hội đồng cổ đông thường niên năm 2023,HNX,2023-04-20 22:31:00
5,PTP,9800,0,0.0,0.0,0.225,10756351,PTP: Báo cáo thường niên 2022,HNX,2023-04-18 16:54:00
6,PTP,8000,0,0.0,0.0,0.159,10738091,PTP: Tài liệu họp Đại hội đồng cổ đông,HNX,2023-04-03 10:13:00
7,PTP,8000,0,0.0,0.0,0.159,10738095,PTP: Báo cáo tài chính năm 2022,HNX,2023-04-03 10:11:00
8,PTP,6900,0,0.0,-0.274,-0.469,10687307,PTP: Báo cáo quản trị công ty năm 2021,HNX,2023-02-14 14:48:00
9,PTP,6900,0,0.0,-0.274,-0.469,10687308,PTP: Báo cáo quản trị công ty bán niên 2022,HNX,2023-02-14 14:47:00
