index,ticker,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
2019-Q1,MFS,91,,,-80,12,-5,6,,,0,7,6,6,,,,,,,,13
2016-Q3,MFS,208,,,-196,12,-5,7,,,-1,6,5,5,,,,,,,,7
