,ticker,fromDate,toDate,PE,PB,industryPE,vnindexPE,industryPB,vnindexPB
0,PTP,2023-01-27,2023-01-27,0.0,0.0,19.8,11.9,2.2,1.7
1,PTP,2023-01-30,2023-01-30,0.0,0.0,19.6,12.2,2.2,1.7
2,PTP,2023-01-31,2023-01-31,0.0,0.0,35.0,12.3,2.3,1.7
3,PTP,2023-02-01,2023-02-01,0.0,0.0,35.0,12.1,2.3,1.6
4,PTP,2023-02-02,2023-02-02,0.0,0.0,33.7,12.2,2.3,1.6
5,PTP,2023-02-03,2023-02-03,0.0,0.0,21.9,12.2,2.2,1.6
6,PTP,2023-02-06,2023-02-06,0.0,0.0,21.5,12.3,2.2,1.6
7,PTP,2023-02-07,2023-02-07,0.0,0.0,21.5,12.1,2.2,1.6
8,PTP,2023-02-08,2023-02-08,0.0,0.0,21.3,12.1,2.1,1.6
9,PTP,2023-02-09,2023-02-09,0.0,0.0,21.6,12.1,2.2,1.6
10,PTP,2023-02-10,2023-02-10,0.0,0.0,21.5,12.0,2.2,1.6
11,PTP,2023-02-13,2023-02-13,0.0,0.0,20.9,11.9,2.1,1.6
12,PTP,2023-02-14,2023-02-14,0.0,0.0,21.1,11.9,2.1,1.6
13,PTP,2023-02-15,2023-02-15,0.0,0.0,21.6,12.0,2.2,1.6
14,PTP,2023-02-16,2023-02-16,0.0,0.0,21.7,12.1,2.2,1.6
15,PTP,2023-02-17,2023-02-17,0.0,0.0,21.9,12.1,2.2,1.6
16,PTP,2023-02-20,2023-02-20,0.0,0.0,22.2,12.3,2.2,1.6
17,PTP,2023-02-21,2023-02-21,0.0,0.0,22.3,12.3,2.2,1.6
18,PTP,2023-02-22,2023-02-22,0.0,0.0,21.7,12.0,2.2,1.6
19,PTP,2023-02-23,2023-02-23,0.0,0.0,21.3,12.0,2.1,1.6
20,PTP,2023-02-24,2023-02-24,0.0,0.0,21.4,11.8,2.1,1.6
21,PTP,2023-02-27,2023-02-27,0.0,0.0,21.0,11.6,2.1,1.5
22,PTP,2023-02-28,2023-02-28,0.0,0.0,21.0,11.6,2.1,1.5
23,PTP,2023-03-01,2023-03-01,0.0,0.0,21.1,11.8,2.1,1.6
24,PTP,2023-03-02,2023-03-02,0.0,0.0,21.2,11.8,2.1,1.6
25,PTP,2023-03-03,2023-03-03,0.0,0.0,21.1,11.7,2.1,1.5
26,PTP,2023-03-06,2023-03-06,0.0,0.0,21.2,11.8,2.1,1.5
27,PTP,2023-03-07,2023-03-07,0.0,0.0,21.2,11.8,2.1,1.6
28,PTP,2023-03-08,2023-03-08,0.0,0.0,21.1,11.9,2.1,1.6
29,PTP,2023-03-09,2023-03-09,0.0,0.0,21.3,12.0,2.1,1.6
30,PTP,2023-03-10,2023-03-10,0.0,0.0,21.5,12.0,2.2,1.6
31,PTP,2023-03-13,2023-03-13,0.0,0.0,21.1,12.0,2.1,1.6
