Date,Open,High,Low,Close,Adj Close,Volume
2018-03-06,34065.8984375,35219.80078125,32527.5,35109.8984375,35109.8984375,15548715
2018-03-07,33791.19921875,35109.8984375,33241.80078125,33571.3984375,33571.3984375,12216913
2018-03-08,33461.5,34395.6015625,33022.0,33956.0,33956.0,8694558
2018-03-09,34065.8984375,34285.69921875,33626.3984375,33791.19921875,33791.19921875,8722441
2018-03-12,33791.19921875,34285.69921875,33736.30078125,34065.8984375,34065.8984375,5397701
2018-03-13,34011.0,34065.8984375,33626.3984375,33791.19921875,33791.19921875,5325138
2018-03-14,34011.0,34230.80078125,33901.1015625,33956.0,33956.0,4831317
2018-03-15,33791.19921875,33791.19921875,33186.80078125,33296.69921875,33296.69921875,7551598
2018-03-16,33131.8984375,33461.5,32747.30078125,33076.8984375,33076.8984375,17529839
2018-03-19,33516.5,35109.8984375,33516.5,34670.30078125,34670.30078125,9498325
2018-03-20,34505.5,34560.3984375,33791.19921875,33791.19921875,33791.19921875,6228531
2018-03-21,33846.19921875,34835.19921875,33846.19921875,34615.3984375,34615.3984375,8857193
2018-03-22,34615.3984375,35329.69921875,34340.69921875,34505.5,34505.5,11979003
2018-03-23,33241.80078125,34065.8984375,33241.80078125,33736.30078125,33736.30078125,9866092
2018-03-26,33351.6015625,33681.30078125,32142.900390625,32362.599609375,32362.599609375,20139592
2018-03-27,32197.80078125,32912.1015625,32197.80078125,32637.400390625,32637.400390625,10552924
2018-03-28,32637.400390625,33076.8984375,32307.69921875,32912.1015625,32912.1015625,4387219
2018-03-29,32967.0,33626.3984375,32857.1015625,33406.6015625,33406.6015625,6703879
2018-04-02,33241.80078125,33296.69921875,32417.599609375,32417.599609375,32417.599609375,11090697
2018-04-03,32417.599609375,32692.30078125,31593.400390625,32142.900390625,32142.900390625,11556654
2018-04-04,32417.599609375,32582.400390625,32142.900390625,32417.599609375,32417.599609375,5293652
2018-04-05,32582.400390625,32637.400390625,32197.80078125,32307.69921875,32307.69921875,3803709
2018-04-06,32252.69921875,33186.80078125,32142.900390625,33186.80078125,33186.80078125,8916380
2018-04-09,33296.69921875,33626.3984375,32967.0,33406.6015625,33406.6015625,8152162
2018-04-10,33406.6015625,33571.3984375,33022.0,33406.6015625,33406.6015625,8466330
2018-04-11,33516.5,34065.8984375,33186.80078125,33241.80078125,33241.80078125,13088420
2018-04-12,33076.8984375,34011.0,32912.1015625,33901.1015625,33901.1015625,8213678
2018-04-13,34065.8984375,34120.8984375,33461.5,33626.3984375,33626.3984375,5958279
2018-04-16,33241.80078125,33516.5,33022.0,33022.0,33022.0,3964196
2018-04-17,33186.80078125,33186.80078125,32417.599609375,32802.19921875,32802.19921875,6132308
2018-04-18,32912.1015625,33076.8984375,32417.599609375,32417.599609375,32417.599609375,5019177
2018-04-19,32197.80078125,32472.5,31318.69921875,31318.69921875,31318.69921875,9315651
2018-04-20,31318.69921875,32307.69921875,30879.099609375,32307.69921875,32307.69921875,6001886
2018-04-23,32362.599609375,32362.599609375,30494.5,30549.5,30549.5,5136768
2018-04-24,30494.5,31263.69921875,30219.80078125,30769.19921875,30769.19921875,6931633
2018-04-25,30769.19921875,30769.19921875,30769.19921875,30769.19921875,30769.19921875,0
2018-04-26,30769.19921875,31208.80078125,29175.80078125,29395.599609375,29395.599609375,8464019
2018-04-27,29395.599609375,29670.30078125,28461.5,29560.400390625,29560.400390625,9345882
2018-04-30,29560.400390625,29560.400390625,29560.400390625,29560.400390625,29560.400390625,0
2018-05-01,29560.400390625,29560.400390625,29560.400390625,29560.400390625,29560.400390625,0
2018-05-02,29890.099609375,30439.599609375,29285.69921875,29890.099609375,29890.099609375,7639795
2018-05-03,29835.19921875,29945.099609375,29340.69921875,29835.19921875,29835.19921875,9692774
2018-05-04,30109.900390625,30384.599609375,29615.400390625,29670.30078125,29670.30078125,4731071
2018-05-07,29890.099609375,30769.19921875,29615.400390625,30769.19921875,30769.19921875,6868443
2018-05-08,30714.30078125,31813.19921875,30329.69921875,31318.69921875,31318.69921875,8534089
2018-05-09,31208.80078125,31593.400390625,30824.19921875,31318.69921875,31318.69921875,3669957
2018-05-10,31153.80078125,31263.69921875,30219.80078125,30329.69921875,30329.69921875,4783305
2018-05-11,30000.0,30659.30078125,29945.099609375,30604.400390625,30604.400390625,4966361
2018-05-14,30824.19921875,30934.099609375,30219.80078125,30659.30078125,30659.30078125,5093415
2018-05-15,30714.30078125,30879.099609375,30329.69921875,30439.599609375,30439.599609375,4518696
2018-05-16,30274.69921875,30879.099609375,29615.400390625,29670.30078125,29670.30078125,5722425
2018-05-17,29670.30078125,29780.19921875,29011.0,29120.900390625,29120.900390625,7493868
2018-05-18,29230.80078125,29615.400390625,28846.19921875,29615.400390625,29615.400390625,6812296
2018-05-21,29945.099609375,30000.0,29230.80078125,29230.80078125,29230.80078125,4306666
2018-05-22,29065.900390625,29120.900390625,27747.30078125,27747.30078125,27747.30078125,11467874
2018-05-23,27637.400390625,28571.400390625,27637.400390625,28406.599609375,28406.599609375,5990402
2018-05-24,28571.400390625,28791.19921875,28351.599609375,28791.19921875,28791.19921875,6643072
2018-05-25,28791.19921875,29285.69921875,28461.5,28626.400390625,28626.400390625,9732377
2018-05-29,26758.19921875,28626.400390625,26758.19921875,28571.400390625,28571.400390625,9068841
2018-05-30,28626.400390625,29340.69921875,27967.0,29011.0,29011.0,11472024
2018-05-31,29065.900390625,30824.19921875,29011.0,30824.19921875,30824.19921875,16802567
2018-06-01,31044.0,31538.5,30824.19921875,31318.69921875,31318.69921875,12091661
2018-06-04,31813.19921875,32967.0,31483.5,32967.0,32967.0,10276065
2018-06-05,32967.0,33076.8984375,32142.900390625,32417.599609375,32417.599609375,11142495
2018-06-06,32527.5,33516.5,32142.900390625,33406.6015625,33406.6015625,11035260
2018-06-07,33516.5,34285.69921875,33406.6015625,34011.0,34011.0,9913194
2018-06-08,34065.8984375,34065.8984375,33626.3984375,33681.30078125,33681.30078125,6552600
2018-06-11,33516.5,33901.1015625,33241.80078125,33296.69921875,33296.69921875,14634620
2018-06-12,34076.8984375,34076.8984375,32076.900390625,32692.30078125,32692.30078125,13768794
2018-06-13,32615.400390625,33538.5,32538.5,33384.6015625,33384.6015625,4766359
2018-06-14,33692.30078125,34192.30078125,32730.80078125,32769.19921875,32769.19921875,8546694
2018-06-15,32692.30078125,33076.8984375,32153.80078125,33076.8984375,33076.8984375,6267053
2018-06-18,32846.19921875,32846.19921875,30923.099609375,30923.099609375,30923.099609375,9604530
2018-06-19,29846.19921875,30384.599609375,28846.19921875,29500.0,29500.0,17112212
2018-06-20,30000.0,30769.19921875,29076.900390625,30769.19921875,30769.19921875,7498309
2018-06-21,30730.80078125,30730.80078125,30000.0,30192.30078125,30192.30078125,5043064
2018-06-22,30000.0,31500.0,29846.19921875,31500.0,31500.0,9331777
2018-06-25,32307.69921875,32423.099609375,31576.900390625,31923.099609375,31923.099609375,4503512
2018-06-26,31230.80078125,31653.80078125,30769.19921875,31615.400390625,31615.400390625,3474614
2018-06-27,31461.5,31653.80078125,30384.599609375,30384.599609375,30384.599609375,4386421
2018-06-28,29846.19921875,30615.400390625,29692.30078125,29884.599609375,29884.599609375,5538442
2018-06-29,29846.19921875,30153.80078125,29192.30078125,29538.5,29538.5,6722391
2018-07-02,29230.80078125,29615.400390625,28461.5,29538.5,29538.5,8089952
2018-07-03,29538.5,29846.19921875,27923.099609375,27923.099609375,27923.099609375,7570225
2018-07-05,28538.5,28846.19921875,27538.5,27769.19921875,27769.19921875,5519956
2018-07-06,27730.80078125,29076.900390625,27076.900390625,28307.69921875,28307.69921875,6862908
2018-07-09,28846.19921875,28846.19921875,27230.80078125,27461.5,27461.5,5001425
2018-07-10,27307.69921875,27769.19921875,27307.69921875,27307.69921875,27307.69921875,3930511
2018-07-11,26846.19921875,27230.80078125,26000.0,26461.5,26461.5,9137544
2018-07-12,25615.400390625,26269.19921875,25538.5,25961.5,25961.5,4325607
2018-07-13,26307.69921875,27423.099609375,26192.30078125,27384.599609375,27384.599609375,6148675
2018-07-16,27769.19921875,27884.599609375,27192.30078125,27307.69921875,27307.69921875,4328038
2018-07-17,26923.099609375,27807.69921875,26923.099609375,27769.19921875,27769.19921875,4392323
2018-07-18,27923.099609375,28730.80078125,27769.19921875,28615.400390625,28615.400390625,8229871
2018-07-19,28807.69921875,29038.5,28538.5,28615.400390625,28615.400390625,4568395
2018-07-20,28307.69921875,28461.5,27884.599609375,28230.80078125,28230.80078125,6468969
2018-07-23,28538.5,28923.099609375,28153.80078125,28423.099609375,28423.099609375,7274046
2018-07-24,28423.099609375,28423.099609375,28423.099609375,28423.099609375,28423.099609375,0
2018-07-25,27230.80078125,27538.5,27076.900390625,27307.69921875,27307.69921875,7438665
2018-07-26,27307.69921875,28076.900390625,27230.80078125,28076.900390625,28076.900390625,10681905
2018-07-27,28269.19921875,28730.80078125,27961.5,28692.30078125,28692.30078125,6253832
2018-07-30,28923.099609375,29076.900390625,28384.599609375,28500.0,28500.0,7851961
2018-07-31,28384.599609375,28961.5,28115.400390625,28730.80078125,28730.80078125,7504458
2018-08-01,28769.19921875,29346.19921875,28692.30078125,28923.099609375,28923.099609375,8916479
2018-08-02,28846.19921875,28846.19921875,28076.900390625,28653.80078125,28653.80078125,7894913
2018-08-03,28846.19921875,28884.599609375,27923.099609375,27923.099609375,27923.099609375,7734480
2018-08-06,27961.5,27961.5,27384.599609375,27807.69921875,27807.69921875,6040879
2018-08-07,27807.69921875,27807.69921875,27538.5,27807.69921875,27807.69921875,6326047
2018-08-08,27846.19921875,28346.19921875,27769.19921875,28230.80078125,28230.80078125,4463355
2018-08-09,28384.599609375,28615.400390625,28076.900390625,28115.400390625,28115.400390625,5962515
2018-08-10,28038.5,28538.5,28038.5,28461.5,28461.5,5468229
2018-08-13,28384.599609375,29500.0,28230.80078125,29461.5,29461.5,14820182
2018-08-14,29615.400390625,29923.099609375,29423.099609375,29615.400390625,29615.400390625,6907108
2018-08-15,29615.400390625,29807.69921875,28692.30078125,28846.19921875,28846.19921875,6090903
2018-08-16,28461.5,29000.0,28423.099609375,28846.19921875,28846.19921875,9091121
2018-08-17,29153.80078125,29384.599609375,28807.69921875,29000.0,29000.0,4868812
2018-08-20,29000.0,29000.0,28576.900390625,28653.80078125,28653.80078125,4605367
2018-08-21,28538.5,28846.19921875,28500.0,28846.19921875,28846.19921875,4449978
2018-08-22,28923.099609375,29538.5,28807.69921875,29230.80078125,29230.80078125,7874009
2018-08-23,29153.80078125,29500.0,29153.80078125,29307.69921875,29307.69921875,5002634
2018-08-24,29230.80078125,29538.5,29076.900390625,29500.0,29500.0,7380178
2018-08-27,29692.30078125,30230.80078125,29615.400390625,29961.5,29961.5,7110480
2018-08-28,30000.0,30923.099609375,30000.0,30692.30078125,30692.30078125,14317043
2018-08-29,30769.19921875,31269.19921875,30461.5,30461.5,30461.5,8941673
2018-08-30,30461.5,30615.400390625,30115.400390625,30500.0,30500.0,8379579
2018-08-31,30615.400390625,31038.5,30461.5,30730.80078125,30730.80078125,7974733
2018-09-04,30538.5,30692.30078125,30000.0,30000.0,30000.0,5816889
2018-09-05,29846.19921875,30192.30078125,29615.400390625,29692.30078125,29692.30078125,6022861
2018-09-06,29692.30078125,30153.80078125,29615.400390625,29730.80078125,29730.80078125,5831124
2018-09-07,29692.30078125,30615.400390625,29692.30078125,30538.5,30538.5,7029646
2018-09-10,30500.0,30615.400390625,30153.80078125,30153.80078125,30153.80078125,3348332
2018-09-11,30038.5,30923.099609375,30038.5,30769.19921875,30769.19921875,8994063
2018-09-12,30846.19921875,30961.5,30384.599609375,30384.599609375,30384.599609375,7290842
2018-09-13,30538.5,30961.5,30384.599609375,30576.900390625,30576.900390625,6176599
2018-09-14,30615.400390625,30807.69921875,30384.599609375,30384.599609375,30384.599609375,6048289
2018-09-17,30230.80078125,30500.0,30115.400390625,30346.19921875,30346.19921875,3084510
2018-09-18,30153.80078125,30346.19921875,29846.19921875,30346.19921875,30346.19921875,9466548
2018-09-19,30615.400390625,30692.30078125,30461.5,30500.0,30500.0,5837273
2018-09-20,30692.30078125,31461.5,30538.5,31461.5,31461.5,12966447
2018-09-21,31538.5,31846.19921875,31269.19921875,31769.19921875,31769.19921875,18555550
2018-09-24,32076.900390625,32076.900390625,31615.400390625,31769.19921875,31769.19921875,5759013
2018-09-25,31538.5,31846.19921875,31423.099609375,31730.80078125,31730.80078125,5819086
2018-09-26,31730.80078125,31884.599609375,31538.5,31538.5,31538.5,6518642
2018-09-27,31692.30078125,32000.0,31615.400390625,31961.5,31961.5,7270341
2018-09-28,32000.0,32576.900390625,31923.099609375,32538.5,32538.5,12503478
2018-10-01,32538.5,33038.5,32346.19921875,32615.400390625,32615.400390625,8860956
2018-10-02,32115.400390625,32346.19921875,31653.80078125,31769.19921875,31769.19921875,13782691
2018-10-03,31538.5,32000.0,31538.5,31769.19921875,31769.19921875,6490848
2018-10-04,31692.30078125,31846.19921875,31461.5,31846.19921875,31846.19921875,15478411
2018-10-05,31846.19921875,32230.80078125,31692.30078125,31884.599609375,31884.599609375,7862751
2018-10-08,31692.30078125,31884.599609375,31576.900390625,31692.30078125,31692.30078125,4863222
2018-10-09,31923.099609375,31923.099609375,31538.5,31538.5,31538.5,4820842
2018-10-10,31615.400390625,32115.400390625,31500.0,31846.19921875,31846.19921875,8765770
2018-10-11,30846.19921875,31230.80078125,30230.80078125,30692.30078125,30692.30078125,20788443
2018-10-12,30307.69921875,31384.599609375,30307.69921875,31384.599609375,31384.599609375,8576087
2018-10-15,31307.69921875,31307.69921875,30923.099609375,31038.5,31038.5,5483894
2018-10-16,31038.5,31346.19921875,31038.5,31346.19921875,31346.19921875,3781063
2018-10-17,31692.30078125,31730.80078125,31423.099609375,31538.5,31538.5,6663059
2018-10-18,31538.5,31653.80078125,31307.69921875,31538.5,31538.5,5309889
2018-10-19,31307.69921875,31576.900390625,31076.900390625,31346.19921875,31346.19921875,6490575
2018-10-22,31384.599609375,31500.0,30846.19921875,30846.19921875,30846.19921875,3334955
2018-10-23,30730.80078125,30730.80078125,29923.099609375,30384.599609375,30384.599609375,13016042
2018-10-24,30153.80078125,30692.30078125,30153.80078125,30153.80078125,30153.80078125,6777927
2018-10-25,29230.80078125,30115.400390625,29115.400390625,30000.0,30000.0,9414522
2018-10-26,30230.80078125,30461.5,29923.099609375,29923.099609375,29923.099609375,6691373
2018-10-29,29730.80078125,29923.099609375,29692.30078125,29884.599609375,29884.599609375,5799209
2018-10-30,29692.30078125,30269.19921875,29692.30078125,29769.19921875,29769.19921875,3490513
2018-10-31,30076.900390625,30961.5,30038.5,30961.5,30961.5,5511220
2018-11-01,30692.30078125,30730.80078125,30307.69921875,30461.5,30461.5,2913313
2018-11-02,30769.19921875,30884.599609375,30615.400390625,30769.19921875,30769.19921875,4674410
2018-11-05,30461.5,30769.19921875,30384.599609375,30769.19921875,30769.19921875,2903641
2018-11-06,30846.19921875,30884.599609375,30461.5,30461.5,30461.5,2210221
2018-11-07,30461.5,30615.400390625,30115.400390625,30115.400390625,30115.400390625,3657706
2018-11-08,30653.80078125,30653.80078125,29923.099609375,29923.099609375,29923.099609375,3641755
2018-11-09,29692.30078125,29884.599609375,28923.099609375,28923.099609375,28923.099609375,7423793
2018-11-12,28923.099609375,29038.5,28576.900390625,28884.599609375,28884.599609375,3644628
2018-11-13,28461.5,28692.30078125,28307.69921875,28384.599609375,28384.599609375,7024602
2018-11-14,28346.19921875,28346.19921875,27115.400390625,27538.5,27538.5,10756668
2018-11-15,27307.69921875,27653.80078125,26730.80078125,26923.099609375,26923.099609375,8877778
2018-11-16,27307.69921875,27461.5,26961.5,27076.900390625,27076.900390625,3018470
2018-11-19,27307.69921875,27538.5,27038.5,27269.19921875,27269.19921875,2164006
2018-11-20,27384.599609375,28192.30078125,27230.80078125,28076.900390625,28076.900390625,7423000
2018-11-21,27730.80078125,28307.69921875,27692.30078125,28076.900390625,28076.900390625,4947449
2018-11-23,27538.5,27692.30078125,27307.69921875,27346.19921875,27346.19921875,2672878
2018-11-26,27384.599609375,27846.19921875,27346.19921875,27384.599609375,27384.599609375,3220360
2018-11-27,27538.5,27846.19921875,27384.599609375,27384.599609375,27384.599609375,2465138
2018-11-28,27461.5,27576.900390625,26884.599609375,27076.900390625,27076.900390625,5317156
2018-11-29,27230.80078125,27423.099609375,26307.69921875,26307.69921875,26307.69921875,5277324
2018-11-30,26153.80078125,26153.80078125,25538.5,25538.5,25538.5,9709973
2018-12-03,26153.80078125,26923.099609375,26153.80078125,26769.19921875,26769.19921875,4900142
2018-12-04,26923.099609375,27076.900390625,26346.19921875,26615.400390625,26615.400390625,5604118
2018-12-06,27000.0,27230.80078125,26538.5,26615.400390625,26615.400390625,6021912
2018-12-07,26846.19921875,26923.099609375,26576.900390625,26653.80078125,26653.80078125,4372563
2018-12-10,26538.5,26615.400390625,25884.599609375,25961.5,25961.5,7017361
2018-12-11,25846.19921875,26115.400390625,25230.80078125,25730.80078125,25730.80078125,9072167
2018-12-12,25730.80078125,25730.80078125,25730.80078125,25730.80078125,25730.80078125,0
2018-12-13,26038.5,26230.80078125,25923.099609375,26153.80078125,26153.80078125,7124429
2018-12-14,26115.400390625,26115.400390625,25692.30078125,25769.19921875,25769.19921875,5025527
2018-12-17,25769.19921875,25769.19921875,24923.099609375,24923.099609375,24923.099609375,5825274
2018-12-18,24384.599609375,24653.80078125,23576.900390625,23923.099609375,23923.099609375,10605998
2018-12-19,23923.099609375,24153.80078125,22307.69921875,22846.19921875,22846.19921875,14260207
2018-12-20,22769.19921875,23192.30078125,22538.5,23038.5,23038.5,7927504
2018-12-21,22538.5,23076.900390625,22538.5,23038.5,23038.5,5799014
2018-12-24,23038.5,23461.5,23038.5,23461.5,23461.5,4240691
2018-12-26,23384.599609375,23384.599609375,22884.599609375,23307.69921875,23307.69921875,4975113
2018-12-27,23730.80078125,23923.099609375,23307.69921875,23807.69921875,23807.69921875,6335693
2018-12-28,23692.30078125,23807.69921875,23461.5,23807.69921875,23807.69921875,9715940
2018-12-31,23807.69921875,23807.69921875,23807.69921875,23807.69921875,23807.69921875,0
2019-01-02,23769.19921875,24192.30078125,23692.30078125,23692.30078125,23692.30078125,5455073
2019-01-03,23653.80078125,23769.19921875,22692.30078125,22692.30078125,22692.30078125,8940763
2019-01-04,22615.400390625,23076.900390625,22076.900390625,22846.19921875,22846.19921875,7593677
2019-01-07,23307.69921875,23346.19921875,22423.099609375,22576.900390625,22576.900390625,3235596
2019-01-08,22615.400390625,22692.30078125,22076.900390625,22192.30078125,22192.30078125,4095806
2019-01-09,22307.69921875,22923.099609375,22307.69921875,22692.30078125,22692.30078125,2438826
2019-01-10,22769.19921875,23153.80078125,22692.30078125,22923.099609375,22923.099609375,2319031
2019-01-11,22923.099609375,23000.0,22576.900390625,22576.900390625,22576.900390625,3457181
2019-01-14,22615.400390625,22653.80078125,22192.30078125,22538.5,22538.5,4194814
2019-01-15,22538.5,22769.19921875,22423.099609375,22538.5,22538.5,3432559
2019-01-16,22615.400390625,22807.69921875,22423.099609375,22653.80078125,22653.80078125,3875924
2019-01-17,22653.80078125,22653.80078125,22230.80078125,22230.80078125,22230.80078125,2545205
2019-01-18,22538.5,22653.80078125,22423.099609375,22461.5,22461.5,2756806
2019-01-22,22846.19921875,22961.5,22653.80078125,22692.30078125,22692.30078125,2164903
2019-01-23,22615.400390625,23384.599609375,22576.900390625,23115.400390625,23115.400390625,4925310
2019-01-24,23153.80078125,23384.599609375,22961.5,22961.5,22961.5,3103139
2019-01-25,23076.900390625,23153.80078125,22730.80078125,22846.19921875,22846.19921875,2092857
2019-01-28,22923.099609375,22923.099609375,22769.19921875,22884.599609375,22884.599609375,2225002
2019-01-29,22961.5,22961.5,22692.30078125,22846.19921875,22846.19921875,2358915
2019-01-30,22769.19921875,22769.19921875,22192.30078125,22307.69921875,22307.69921875,8795332
2019-01-31,22307.69921875,22423.099609375,21230.80078125,21307.69921875,21307.69921875,9323132
2019-02-01,21423.099609375,21692.30078125,20769.19921875,21000.0,21000.0,9230234
2019-02-04,21000.0,21000.0,21000.0,21000.0,21000.0,0
2019-02-05,21000.0,21000.0,21000.0,21000.0,21000.0,0
2019-02-06,21000.0,21000.0,21000.0,21000.0,21000.0,0
2019-02-07,21000.0,21000.0,21000.0,21000.0,21000.0,0
2019-02-08,21000.0,21000.0,21000.0,21000.0,21000.0,0
2019-02-11,21269.19921875,22230.80078125,21230.80078125,22230.80078125,22230.80078125,3687411
2019-02-12,22230.80078125,22961.5,22115.400390625,22692.30078125,22692.30078125,10338120
2019-02-13,22692.30078125,23923.099609375,22692.30078125,23769.19921875,23769.19921875,14403363
2019-02-14,23769.19921875,24076.900390625,23692.30078125,23846.19921875,23846.19921875,8392592
2019-02-15,23846.19921875,25000.0,23692.30078125,24307.69921875,24307.69921875,12124060
2019-02-19,24961.5,25000.0,24346.19921875,24384.599609375,24384.599609375,7675772
2019-02-20,24384.599609375,24846.19921875,24346.19921875,24769.19921875,24769.19921875,7641777
2019-02-21,24846.19921875,25153.80078125,24538.5,25153.80078125,25153.80078125,7813143
2019-02-22,25115.400390625,26115.400390625,25038.5,26076.900390625,26076.900390625,10749895
2019-02-25,26500.0,27346.19921875,26307.69921875,26769.19921875,26769.19921875,15316574
2019-02-26,26769.19921875,27230.80078125,26346.19921875,26538.5,26538.5,9598693
2019-02-27,26884.599609375,26884.599609375,26269.19921875,26461.5,26461.5,6498934
2019-02-28,26576.900390625,26615.400390625,25846.19921875,25846.19921875,25846.19921875,9038640
2019-03-01,25846.19921875,26346.19921875,25846.19921875,26346.19921875,26346.19921875,5994027
2019-03-04,26730.80078125,27192.30078125,26692.30078125,27192.30078125,27192.30078125,6526546
2019-03-05,27000.0,27384.599609375,26884.599609375,26961.5,26961.5,7416370
2019-03-06,26923.099609375,27076.900390625,26461.5,26923.099609375,26923.099609375,4385212
2019-03-07,26923.099609375,26961.5,26230.80078125,26230.80078125,26230.80078125,5922072
2019-03-08,26230.80078125,26230.80078125,26230.80078125,26230.80078125,26230.80078125,0
2019-03-11,26307.69921875,26307.69921875,25846.19921875,26000.0,26000.0,6316284
2019-03-12,26230.80078125,26269.19921875,25923.099609375,26038.5,26038.5,6841341
2019-03-13,26153.80078125,26423.099609375,26076.900390625,26423.099609375,26423.099609375,4161235
2019-03-14,26423.099609375,26653.80078125,26076.900390625,26307.69921875,26307.69921875,5826899
2019-03-15,25384.599609375,25461.5,24500.0,24538.5,24538.5,22138532
2019-03-18,24230.80078125,24923.099609375,23500.0,24500.0,24500.0,13752622
2019-03-19,24461.5,24576.900390625,23923.099609375,24538.5,24538.5,9601670
2019-03-20,24230.80078125,25076.900390625,24230.80078125,24846.19921875,24846.19921875,7312747
2019-03-21,24846.19921875,24961.5,24576.900390625,24615.400390625,24615.400390625,3559374
2019-03-22,24692.30078125,24769.19921875,24500.0,24576.900390625,24576.900390625,5450575
2019-03-25,23923.099609375,24346.19921875,23923.099609375,24153.80078125,24153.80078125,4857177
2019-03-26,24307.69921875,24423.099609375,24076.900390625,24307.69921875,24307.69921875,4570748
2019-03-27,24538.5,24884.599609375,24346.19921875,24884.599609375,24884.599609375,3301285
2019-03-28,24730.80078125,24961.5,24692.30078125,24961.5,24961.5,3267095
2019-03-29,25038.5,25153.80078125,24538.5,24769.19921875,24769.19921875,8494551
2019-04-01,24653.80078125,24769.19921875,24538.5,24576.900390625,24576.900390625,4771455
2019-04-02,24769.19921875,24807.69921875,24576.900390625,24692.30078125,24692.30078125,2335918
2019-04-03,24615.400390625,24730.80078125,24538.5,24692.30078125,24692.30078125,4908540
2019-04-04,24730.80078125,24923.099609375,24615.400390625,24923.099609375,24923.099609375,3594773
2019-04-05,24923.099609375,25115.400390625,24807.69921875,25000.0,25000.0,2387723
2019-04-08,25000.0,25115.400390625,24846.19921875,24923.099609375,24923.099609375,1795157
