,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,HDB,HOSE,Ngân hàng,NH,6015,0.197,2892.6,2907.6,1992,16326,3.8,-0.021,0.057,0.379,HDBank,Banks,289,8355,http://www.hdbank.com.vn
