,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,GAS,HOSE,"Điện, nước & xăng dầu khí đốt",CT,7206,0.026,2296.7,2296.7,1990,2742,2.8,-0.002,-0.066,-0.161,PV Gas,Utilities,275,7573,https://www.pvgas.com.vn
