,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,ACB,HOSE,Ngân hàng,NH,44011,0.3,3884.1,3884.1,,13190,3.2,-0.017,0.056,0.143,ACB,Banks,289,8355,https://www.acb.com.vn
