,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,APG,HOSE,Dịch vụ tài chính,CK,16178,0.054,153.6,153.6,2007,38,3.1,0.022,0.11,1.056,Chứng khoán APG,Financial Services,300,8777,http://www.apsi.vn
