,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,FOX,UPCOM,Viễn thông,CT,564,0.0,492.5,492.5,2005,9130,3.6,-0.003,0.012,0.412,FPT Telecom,Telecommunications,267,6535,https://fpt.vn
