,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,BCM,HOSE,Bất động sản,CT,3520,0.019,1035.0,1035.0,2006,3585,1.9,-0.002,-0.074,-0.342,Becamex IDC,Real Estate,336,8633,https://becamex.com.vn
