,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,VCB,HOSE,Ngân hàng,NH,25183,0.236,5589.1,5589.1,2008,22862,3.0,0.021,0.054,0.139,Vietcombank,Banks,289,8355,https://vietcombank.com.vn
