,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,TCB,HOSE,Ngân hàng,NH,1901,0.225,3522.5,3522.5,1993,11742,3.1,-0.015,0.081,0.125,Techcombank,Banks,289,8355,https://techcombank.com
