,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,VGI,UPCOM,Viễn thông,CT,8169,0.001,3043.8,3043.8,2007,5211,2.7,-0.004,-0.014,0.076,Đầu tư Quốc tế Viettel,Telecommunications,269,6575,http://www.viettelglobal.vn
