,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,PTP,UPCOM,Viễn thông,CT,0,0.0,6.7,6.8,1957,155,,-0.023,0.061,-0.153,Viễn Thông và In Bưu điện,Telecommunications,267,6535,http://www.ptp.vn
