,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,STB,HOSE,Ngân hàng,NH,92620,0.233,1885.2,1885.2,1991,18439,2.8,-0.01,0.07,0.055,Sacombank,Banks,289,8355,http://www.sacombank.com.vn
