,ticker,exchange,industry,companyType,noShareholders,foreignPercent,outstandingShare,issueShare,establishedYear,noEmployees,stockRating,deltaInWeek,deltaInMonth,deltaInYear,shortName,industryEn,industryID,industryIDv2,website
0,AAT,HOSE,Hàng cá nhân & Gia dụng,CT,4408,0.009,70.8,70.8,1995,950,2.4,0.022,0.06,0.111,Tập đoàn Tiên Sơn Thanh Hóa,Personal & Household Goods,226,3763,http://tiensonaus.com
